counter,start,storeDLT,storeKfrags,finish
0,2898,9735,111,68,117
7,3188,22818,114,63,107
1,3834,32466,113,69,110
3,3998,42905,118,69,110
2,14310,41853,113,68,115
16,14814,55509,118,62,103
13,47514,34338,117,62,105
12,47728,47975,120,65,105
5,47774,53835,112,68,116
9,41022,63794,118,60,104
14,41076,79444,113,67,113
8,41431,90089,110,66,109
11,57612,78873,116,67,117
6,54069,91055,111,65,109
10,45426,99767,112,66,111
4,43643,109869,109,65,116
15,38910,120390,110,57,104
18,38903,122386,113,71,116
17,84246,72847,117,63,116
19,117937,30938,114,60,118
