counter,start,storeDLT,storeKfrags,finish
0,2886,4089,109,60,104
2,2894,13462,113,69,109
16,3250,23239,119,78,107
1,3561,34222,108,62,104
8,32359,19535,109,66,119
7,41985,18979,118,67,110
10,42397,31533,110,63,128
9,41993,36992,111,67,126
5,40184,50793,111,68,104
14,38033,55220,110,70,103
11,36002,65102,112,63,104
15,36302,81518,119,59,105
17,36446,84994,110,58,106
6,33613,95229,112,65,111
4,34357,103829,110,72,111
3,31616,112234,110,70,128
13,32024,124946,111,68,114
12,30320,132188,111,66,114
19,118208,2795,112,70,118
18,52636,12843,114,67,125
