counter,start,storeDLT,storeKfrags,finish
0,2886,7917,116,82,106
2,2894,17445,117,62,105
16,3250,26345,111,68,111
1,3561,36283,110,65,110
8,32359,22209,109,69,105
7,41985,22749,110,66,125
10,42397,33876,109,68,106
9,41993,41182,111,66,111
5,40184,49335,110,63,108
14,38033,59665,111,64,106
11,36002,70123,111,63,119
15,36302,77621,111,60,124
17,36446,88260,118,71,104
6,33613,101370,113,63,117
4,34357,106208,112,61,114
3,31616,115581,111,71,106
13,32024,123280,111,69,106
12,30320,134451,119,64,107
19,118208,7232,111,63,106
18,52636,16279,112,66,114
