counter,start,storeDLT,storeKfrags,finish
0,2886,9237,140,67,106
2,2894,17662,111,69,116
16,3250,26450,116,70,113
1,3561,34761,117,60,106
8,32359,24513,111,69,111
7,41985,23521,121,67,118
10,42397,36548,112,64,107
9,41993,42935,108,66,115
5,40184,53810,112,70,107
14,38033,61908,109,65,134
11,36002,71030,113,73,108
15,36302,79624,116,71,107
17,36446,91384,123,66,112
6,33613,100701,114,66,110
4,34357,108762,111,69,108
3,31616,118504,112,67,114
13,32024,127955,111,67,105
12,30320,137010,111,66,112
19,118208,8547,110,88,110
18,52636,17735,112,66,115
