counter,start,storeDLT,storeKfrags,finish
0,2536,3529,110,68,106
1,2436,7478,113,82,104
6,5854,6620,111,68,112
2,8289,5708,111,65,108
12,4726,9834,120,67,105
9,5142,9487,111,114,121
16,8697,7560,127,67,123
3,7523,8661,136,70,116
7,7390,11918,109,65,109
11,7243,14926,112,66,111
4,5965,18253,110,83,104
18,6090,21079,115,70,117
5,6185,23951,115,65,128
10,8074,23478,132,65,112
13,8340,25939,137,72,108
8,23049,9875,112,69,113
15,7827,6473,116,66,114
14,3992,6158,119,65,115
17,2503,4783,116,68,107
19,2493,4776,112,66,104
