counter,start,storeDLT,storeKfrags,finish
0,2833,8388,111,63,111
8,2785,18097,113,67,105
2,2744,26458,113,65,107
7,3047,34880,113,64,113
4,2916,43221,110,66,119
5,13477,44550,119,71,104
1,22021,45845,114,65,107
16,47236,28153,121,66,103
12,44892,36341,111,61,110
19,43235,45767,110,69,109
6,42207,52039,179,62,109
9,40179,61460,113,67,109
17,40056,69937,111,64,107
10,48092,69249,112,79,106
14,47112,69574,110,66,113
3,30861,77936,118,69,109
13,67625,33494,110,66,114
15,68705,33175,111,62,110
18,57684,23610,122,67,111
11,34688,22011,111,67,104
