counter,start,storeDLT,storeKfrags,finish
0,2833,8835,111,67,107
8,2785,14757,112,66,106
2,2744,25774,113,74,105
7,3047,33656,111,61,113
4,2916,42435,110,84,104
5,13477,42905,110,65,111
1,22021,44598,113,63,105
16,47236,27364,111,66,104
12,44892,35453,117,67,118
19,43235,47547,126,68,104
6,42207,52723,110,67,113
9,40179,60784,112,86,112
17,40056,68958,111,62,117
10,48092,68903,117,69,113
14,47112,69124,114,68,109
3,30861,77027,115,69,117
13,67625,32060,113,68,117
15,68705,31763,114,66,104
18,57684,22735,110,61,105
11,34688,22244,111,64,107
