counter,start,storeDLT,storeKfrags,finish
0,2885,9278,109,59,104
3,2675,19977,119,66,105
8,2802,28318,113,68,104
1,13096,30443,111,65,105
2,13630,38483,111,69,113
5,30958,31656,148,64,102
4,30646,40009,110,63,114
12,30126,49298,111,78,113
10,26008,58755,112,67,135
7,37799,52645,114,67,106
9,31595,59310,136,68,102
16,26393,68689,117,63,107
6,61886,39422,110,67,112
14,62142,50559,112,73,110
15,50086,59896,112,68,118
18,67547,38906,114,61,111
17,53462,48186,112,66,105
11,46038,58558,112,61,108
13,44179,66702,120,60,108
19,2878,8748,117,72,123
