counter,start,storeDLT,storeKfrags,finish
0,2885,4691,112,68,119
3,2675,14405,113,65,102
8,2802,22664,113,66,126
1,13096,24702,111,66,113
2,13630,33378,125,67,112
5,30958,23808,147,66,103
4,30646,34653,114,61,104
12,30126,42614,110,65,107
10,26008,53219,121,69,103
7,37799,47306,114,87,109
9,31595,53757,116,68,109
16,26393,61944,111,66,104
6,61886,41198,112,65,109
14,62142,45001,113,66,110
15,50086,53996,109,62,112
18,67547,33166,113,65,102
17,53462,43512,114,66,109
11,46038,53974,124,61,104
13,44179,61487,110,72,108
19,2878,5338,110,64,108
