counter,start,storeDLT,storeKfrags,finish
0,2885,2594,112,68,116
3,2675,13163,111,59,110
8,2802,21907,120,71,103
1,13096,30873,118,82,108
2,13630,33044,112,68,105
5,30958,25267,116,63,107
4,30646,33666,112,67,103
12,30126,42840,110,62,102
10,26008,52341,110,66,108
7,37799,43340,110,59,103
9,31595,52846,115,71,103
16,26393,65397,111,63,108
6,61886,41653,122,63,104
14,62142,44668,114,65,113
15,50086,53448,110,67,102
18,67547,32401,109,64,107
17,53462,44741,110,67,116
11,46038,51222,114,67,104
13,44179,60593,110,65,105
19,2878,2374,110,65,113
