counter,start,storeDLT,storeKfrags,finish
0,2885,10285,116,64,103
3,2675,20842,110,67,112
8,2802,29291,121,58,104
1,13096,31883,112,94,103
2,13630,39500,115,62,104
5,30958,31007,110,75,110
4,30646,40985,110,70,110
12,30126,50305,113,68,115
10,26008,59777,116,60,120
7,37799,49899,118,65,103
9,31595,60204,113,66,110
16,26393,69669,117,82,103
6,61886,41312,114,65,105
14,62142,51461,118,66,105
15,50086,61019,112,92,104
18,67547,39790,111,65,107
17,53462,49181,114,73,106
11,46038,59335,113,77,105
13,44179,67910,116,69,104
19,2878,9637,113,67,109
