counter,start,storeDLT,storeKfrags,finish
0,6820,8512,113,65,117
5,6038,16020,114,67,115
7,7233,19447,110,62,102
10,7566,26188,112,75,103
14,4066,32234,113,67,112
6,3757,35582,117,65,122
1,5128,40176,111,69,105
13,28241,24730,113,63,112
8,40822,17974,120,59,121
18,29995,17950,116,65,108
2,38831,23196,124,177,103
4,28031,33423,109,84,216
3,37707,39454,123,62,102
11,26807,36947,110,68,112
16,27046,40585,109,81,342
15,13176,50885,109,64,105
12,18766,73805,144,150,152
19,66667,9483,260,443,443
17,58515,16095,178,107,137
9,146027,13378,115,93,107
