counter,start,storeDLT,storeKfrags,finish
0,2817,11215,114,64,112
3,3185,20774,113,67,112
1,3557,29163,118,67,111
6,2971,37657,114,65,103
2,11945,38728,115,63,115
14,35042,23986,112,61,103
15,38401,32261,112,64,111
7,31606,40902,118,63,104
9,32920,49348,113,66,103
8,36329,48515,111,65,113
5,34330,57937,114,74,104
10,33654,66293,116,64,108
11,31654,74512,119,77,105
16,30803,81594,119,70,115
4,28089,90182,146,70,121
12,20108,99806,112,68,112
18,49141,64713,144,70,105
13,81849,18999,125,68,123
19,67789,34682,123,93,145
17,54365,35255,111,67,102
