counter,start,storeDLT,storeKfrags,finish
6,1444,1668,63,40,93,10
0,1307,2520,16,21,23,10
9,1172,1374,22,10,22,12
2,2653,1823,6,15,14,10
13,2489,5129,6,4,9,6
15,2292,5038,6,9,10,6
4,2034,6879,6,7,14,7
1,2066,8163,10,15,52,22
19,6600,3616,6,11,11,12
3,8758,2131,18,9,24,6
10,7903,4014,7,7,14,6
7,6480,6178,8,11,14,5
5,4944,7248,9,7,16,8
11,5164,2868,6,10,10,5
16,1254,2182,26,35,86,62
18,1149,4696,7,11,16,9
14,3411,2764,6,11,19,5
8,3441,4384,9,15,52,16
12,3471,2479,6,20,14,5
17,1150,1870,11,21,26,6
