counter,start,storeDLT,storeKfrags,finish
6,1444,1668,63,40,93,10
0,1307,2255,7,15,34,9
9,1172,2962,9,18,17,10
2,2653,3321,8,6,15,7
13,2489,3842,7,12,10,14
15,2292,5758,5,8,8,5
4,2034,6870,6,9,18,14
1,2066,8061,15,11,21,24
19,6600,4532,5,11,12,5
3,8758,1728,6,21,64,7
10,7903,4754,8,12,63,19
7,6480,4831,11,17,24,21
5,4944,7203,6,8,10,3
11,5164,2324,20,13,24,8
16,1254,4387,10,16,49,7
18,1149,4801,8,11,10,4
14,3411,1762,9,14,13,5
8,3441,3241,36,14,61,44
12,3471,2919,11,10,9,4
17,1150,1609,10,9,21,6
