counter,start,storeDLT,storeKfrags,finish
6,1444,1668,63,40,93,10
0,1307,2320,8,11,10,11
9,1172,2350,9,7,11,5
2,2653,2698,84,39,80,14
13,2489,4242,7,8,9,5
15,2292,4860,6,11,10,9
4,2034,7797,9,9,15,12
1,2066,8115,17,19,36,8
19,6600,3452,7,12,21,9
3,8758,2064,6,9,9,12
10,7903,3463,22,16,21,18
7,6480,5549,10,12,11,5
5,4944,6499,5,14,22,10
11,5164,2805,20,12,21,12
18,1149,3308,8,9,9,4
16,1254,4474,16,13,13,12
14,3411,1699,7,6,15,6
8,3441,2688,10,24,38,10
12,3471,3072,6,11,12,19
17,1150,2521,10,9,10,12
