counter,start,storeDLT,storeKfrags,finish
6,1444,1668,63,40,93,10
0,1307,2242,5,12,15,10
9,1172,2231,32,10,73,8
2,2653,2713,12,115,61,5
13,2489,3979,8,14,14,10
15,2292,5815,7,5,14,6
4,2034,7951,5,8,19,6
1,2066,7986,5,8,9,11
19,6600,3417,11,5,16,10
3,8758,3379,11,25,22,14
7,6480,4716,31,15,59,9
10,7903,4869,18,8,40,27
5,4944,7001,9,8,12,6
11,5164,3484,7,9,11,5
16,1254,2166,7,5,39,35
18,1149,3275,7,10,11,12
14,3411,1438,8,18,17,11
8,3441,4992,6,9,11,5
12,3471,2244,13,19,21,20
17,1150,1592,7,11,29,10
