counter,start,storeDLT,storeKfrags,finish
0,2836,5460,112,64,102
10,2760,15854,112,68,101
14,2908,26501,112,65,104
7,2925,34096,109,66,108
18,3225,42489,109,62,103
5,13153,52302,129,70,108
4,13489,56134,112,61,103
13,50875,28465,110,65,105
2,50833,38139,111,62,113
1,51206,47414,113,66,108
17,51397,57715,116,66,103
19,46508,66587,111,66,123
12,46520,76993,118,65,112
16,63561,66464,110,64,111
11,61504,76745,112,66,107
3,57938,84718,117,59,103
6,54085,94857,113,63,113
8,50616,105586,118,68,106
15,28298,113566,109,72,109
9,77461,61420,111,77,104
