counter,start,storeDLT,storeKfrags,finish
0,2836,9902,125,67,103
10,2760,21218,113,76,102
14,2908,29549,142,61,102
7,2925,38855,148,65,102
18,3225,48374,138,65,102
5,13153,48668,118,66,106
4,13489,60639,109,64,114
13,50875,33858,115,63,134
2,50833,43426,117,76,106
1,51206,54636,112,63,109
17,51397,62276,111,65,106
19,46508,71832,112,67,115
12,46520,81218,111,65,103
16,63561,70769,112,70,103
11,61504,80068,112,65,109
3,57938,86168,111,65,105
6,54085,99421,113,66,109
8,50616,108814,111,65,110
15,28298,118036,110,86,103
9,77461,67884,115,64,102
