counter,start,storeDLT,storeKfrags,finish
0,2836,4107,110,58,102
10,2760,14937,114,85,103
14,2908,24841,120,68,103
7,2925,37632,112,68,103
18,3225,41960,111,67,108
5,13153,45575,114,66,103
4,13489,55251,133,64,102
13,50875,27136,108,64,101
2,50833,37004,111,64,104
1,51206,46745,111,67,108
17,51397,56478,113,62,107
19,46508,66915,109,60,105
12,46520,75664,110,69,104
16,63561,65478,118,63,103
11,61504,74411,113,67,107
3,57938,85047,129,70,113
6,54085,93644,112,72,105
8,50616,103674,111,71,103
15,28298,112233,111,61,104
9,77461,60965,130,64,102
