counter,start,storeDLT,storeKfrags,finish
0,2178,2350,53,128,219
1,2182,3347,65,169,62
5,2176,2791,104,123,107
7,2160,3097,73,118,35
6,3230,3659,14,20,7
2,3787,2392,37,33,107
3,4035,2490,20,50,14
8,2157,2359,214,109,6
4,2154,2124,56,61,76
9,2163,2356,69,97,42
