counter,start,storeDLT,storeKfrags,finish
1,1426,4258,114,73,105
0,2468,6004,111,66,114
5,2388,7959,111,77,110
13,7586,4365,115,63,131
7,6741,5560,109,60,103
4,6150,8606,115,65,106
11,4692,9100,129,73,133
14,3797,12787,115,69,103
10,3697,14792,112,64,105
19,2925,17002,111,68,108
2,2742,18857,116,67,114
8,12984,9376,115,67,106
9,14586,5437,110,69,118
6,11410,7211,117,67,110
3,11265,9232,114,66,105
15,7116,9057,111,66,111
12,5008,10966,115,72,110
16,2464,4194,116,74,105
17,2478,4193,111,60,107
18,2472,3292,117,62,108
