counter,start,storeDLT,storeKfrags,finish
0,2610,2832,113,76,105
4,2472,3588,130,71,113
18,1629,4007,120,77,103
19,2496,5478,110,64,105
10,2477,5647,116,68,121
3,2806,6545,120,67,108
5,5449,4615,113,65,107
2,5383,5898,130,71,104
1,6464,3937,112,76,105
6,5453,3351,123,62,102
16,6878,2885,122,67,121
7,2500,2649,112,68,102
13,3411,1737,131,69,101
15,2538,2611,111,64,114
14,2487,1618,126,60,103
11,2130,2615,109,65,105
12,2775,2599,111,64,108
8,2468,2529,112,64,103
9,2505,2616,120,59,107
17,1451,2633,111,68,119
