counter,start,storeDLT,storeKfrags,finish
0,2922,6680,111,67,109
7,3363,17550,117,66,102
6,3033,28220,112,63,104
3,24452,21866,109,63,105
8,24951,32286,118,63,103
5,25082,43348,110,67,105
2,25288,55320,113,64,119
11,33532,53622,110,65,104
1,32546,63785,114,72,107
15,34612,74449,117,69,104
10,32916,88237,111,67,106
4,34196,96820,111,66,108
12,30672,107818,115,68,104
19,20709,118425,115,63,135
13,20658,127462,114,71,104
17,58897,94429,114,72,111
16,56098,107565,111,67,112
18,55293,115640,112,69,111
14,128721,38525,113,65,103
9,121416,48623,114,65,109
