counter,start,storeDLT,storeKfrags,finish
0,4829,13690,127,97,111
4,5103,23923,587,730,924
3,5075,35909,138,76,116
7,6506,49855,147,89,128
1,6825,60751,119,112,140
5,7299,67032,143,87,116
9,7354,79263,203,80,119
12,40102,56951,127,98,113
8,41558,67275,123,89,105
2,72951,48890,112,81,140
11,79661,45169,110,74,121
6,70322,58171,115,98,135
17,67873,73941,139,73,106
15,65021,81234,114,85,112
16,72582,70944,164,81,111
13,68410,75501,134,85,125
14,69435,87103,115,89,116
18,67342,97881,128,92,115
10,63404,109056,119,70,107
19,3230,14355,146,84,116
