counter,start,storeDLT,storeKfrags,finish
0,2577,3597,110,65,105
1,2572,6597,112,59,102
7,8734,4340,113,69,103
2,7899,6429,121,62,109
4,5100,9528,113,67,105
3,4879,12072,109,58,103
5,2486,15337,109,67,103
10,11960,8059,115,73,102
17,15882,6685,111,65,112
6,10672,5162,120,65,111
14,9837,8599,114,60,104
19,9917,11530,114,86,104
8,8399,14678,127,60,103
9,6789,3040,114,113,104
15,6802,14024,114,208,160
11,2402,15112,111,60,103
18,4877,19245,112,66,103
13,2877,2415,120,72,102
16,2642,3236,118,65,111
12,2679,3330,110,68,113
