counter,start,storeDLT,storeKfrags,finish
0,2577,3932,109,67,106
1,2572,6487,117,66,103
7,8734,4218,114,65,103
2,7899,6318,119,81,103
4,5100,9414,122,64,105
3,4879,12711,112,70,115
5,2486,15115,117,65,107
10,11960,7208,111,59,105
17,15882,6565,115,63,102
6,10672,5396,118,65,108
14,9837,8488,116,65,106
19,9917,11420,109,80,104
8,8399,13562,110,61,102
9,6789,2396,109,68,105
15,6802,14023,144,235,111
11,2402,14968,112,61,101
18,4877,18115,115,77,103
13,2877,3523,110,61,104
16,2642,3684,114,65,106
12,2679,3218,119,60,117
