counter,start,storeDLT,storeKfrags,finish
0,2577,3820,126,67,103
1,2572,6380,112,62,108
7,8734,4098,114,67,105
2,7899,6207,112,64,104
4,5100,8296,111,68,103
3,4879,12825,115,73,103
5,2486,14999,110,73,110
10,11960,8340,110,59,103
17,15882,6450,108,63,102
6,10672,4273,109,78,109
14,9837,8164,110,65,109
19,9917,11312,116,63,112
8,8399,14440,119,67,106
9,6789,2266,112,59,104
15,6802,14023,154,250,106
11,2402,14745,122,69,112
18,4877,18004,116,72,113
13,2877,3982,117,64,110
16,2642,3573,110,64,113
12,2679,3110,112,67,109
