counter,start,storeDLT,storeKfrags,finish
0,2833,11520,111,73,112
8,2785,21304,117,70,106
2,2744,30145,108,67,105
7,3047,38553,115,64,104
4,2916,48014,122,134,108
5,13477,47481,112,80,109
1,22021,48615,138,66,108
16,47236,31835,110,64,111
12,44892,39911,111,74,104
19,43235,48543,113,65,107
6,42207,55277,116,68,117
9,40179,65475,110,63,106
17,40056,73575,114,70,107
10,48092,73402,143,65,104
14,47112,73694,112,69,116
3,30861,82063,110,61,104
13,67625,37398,112,62,106
15,68705,36167,121,67,118
18,57684,26517,173,73,106
11,34688,26580,112,61,104
