counter,start,storeDLT,storeKfrags,finish
0,2913,4612,116,68,104
9,2310,15580,112,88,103
4,2879,27046,111,59,127
8,3246,37337,109,64,102
1,25296,33129,116,62,105
12,36123,32447,119,66,102
11,36459,41947,116,59,102
15,43996,41613,111,67,108
3,48210,55673,109,66,104
7,40175,62176,112,66,108
5,43415,73014,134,65,114
2,38093,83806,117,63,108
13,30667,94874,111,77,108
10,29128,109025,109,65,113
17,37543,112085,114,65,105
6,37748,115807,113,75,104
18,32514,127523,112,64,110
14,104165,37025,115,68,113
19,107610,47443,110,120,104
16,134957,25535,114,64,108
