counter,start,storeDLT,storeKfrags,finish
0,2913,12407,111,65,110
9,2310,23470,112,70,119
4,2879,35056,112,66,114
8,3246,46147,118,76,103
1,25296,38744,115,66,106
12,36123,40189,125,63,103
11,36459,50545,113,62,104
15,43996,48059,111,65,102
3,48210,59334,110,64,102
7,40175,69964,112,69,107
5,43415,80802,113,70,105
2,38093,90623,112,64,109
13,30667,101118,109,68,103
10,29128,112706,112,79,121
17,37543,111088,116,67,111
6,37748,123833,110,65,109
18,32514,134089,111,72,102
14,104165,44132,110,65,105
19,107610,55449,113,66,103
16,134957,32308,113,67,108
