counter,start,storeDLT,storeKfrags,finish
0,2867,13528,115,62,104
8,2815,21555,113,64,113
5,2953,32915,112,74,109
19,23756,26871,114,66,108
2,24219,37330,111,63,109
12,35551,36424,111,66,105
1,35376,45986,110,68,108
18,34004,60443,113,61,109
4,31907,68818,111,68,108
10,31889,78921,171,64,102
9,32348,87826,116,62,101
3,32018,100577,111,75,112
13,23335,111056,116,64,109
16,23955,121861,113,69,118
6,38940,93552,122,60,101
7,111370,22561,110,66,107
17,97370,34758,121,64,101
15,88894,32870,119,59,108
11,68741,43075,111,63,114
14,47865,54487,124,64,101
