counter,start,storeDLT,storeKfrags,finish
0,2867,4739,115,63,102
8,2815,13586,119,64,110
5,2953,30284,110,66,137
19,23756,18996,113,69,105
2,24219,29892,121,64,102
12,35551,34227,114,58,104
1,35376,43762,234,61,103
18,34004,55213,109,68,105
4,31907,60704,111,66,106
10,31889,69577,124,73,106
9,32348,82049,113,64,101
3,32018,94323,110,61,105
13,23335,102296,116,68,101
16,23955,118758,108,73,104
6,38940,90753,111,59,107
7,111370,19115,111,65,113
17,97370,24988,109,64,111
15,88894,24325,113,61,104
11,68741,35302,116,65,101
14,47865,48810,119,66,106
