counter,start,storeDLT,storeKfrags,finish
0,2867,5718,110,69,106
8,2815,20567,119,69,105
5,2953,27126,110,67,103
19,23756,25418,123,66,108
2,24219,34881,179,68,105
12,35551,32558,110,64,111
1,35376,47104,117,62,121
18,34004,56659,115,67,108
4,31907,67376,117,65,102
10,31889,78266,111,65,102
9,32348,90063,173,69,102
3,32018,98562,111,65,110
13,23335,109503,110,65,106
16,23955,117642,121,65,102
6,38940,95302,114,65,109
7,111370,21553,118,64,109
17,97370,30869,111,68,114
15,88894,30754,110,66,107
11,68741,41735,111,62,105
14,47865,52160,115,64,103
