counter,start,storeDLT,storeKfrags,finish
0,2867,12638,118,61,103
8,2815,16008,112,69,107
5,2953,31907,119,65,112
19,23756,22137,110,66,148
2,24219,32215,118,63,103
12,35551,29890,118,65,102
1,35376,41024,112,63,103
18,34004,50431,112,67,109
4,31907,62490,113,63,112
10,31889,75815,110,64,113
9,32348,88513,112,65,102
3,32018,97789,112,66,104
13,23335,105614,111,62,118
16,23955,114407,117,61,101
6,38940,99082,118,65,105
7,111370,15354,117,67,104
17,97370,32437,111,66,103
15,88894,28647,111,65,102
11,68741,38055,117,62,128
14,47865,45146,108,67,108
