counter,start,storeDLT,storeKfrags,finish
2,1429,2301,111,61,104
0,2527,4171,125,70,102
19,4229,2827,109,59,104
1,5416,2681,111,59,104
9,4015,5738,113,65,108
4,4146,7789,110,71,102
3,3744,9058,109,65,127
5,3419,10913,113,67,104
8,2427,13962,110,74,127
15,15863,2522,109,62,103
16,10443,4566,118,65,105
11,2279,7134,109,62,105
10,10559,8737,115,72,104
6,10491,10677,120,65,110
12,9723,12948,109,73,108
17,7930,15022,137,64,103
7,12871,4877,109,65,110
13,14004,4583,114,64,107
18,2465,2304,110,66,108
14,2443,2655,112,83,113
