counter,start,storeDLT,storeKfrags,finish
0,3110,11947,115,86,121
2,3052,23777,131,74,137
4,3417,33993,137,85,137
1,3980,45683,136,94,135
3,36100,30405,152,140,141
6,46961,32389,146,98,122
14,38595,43201,112,73,112
5,34114,49206,112,134,109
8,31138,60722,141,84,176
17,33356,68037,114,71,143
12,27412,82329,127,91,134
11,26139,93554,119,98,116
13,25355,104625,127,89,159
10,21124,113791,122,89,145
9,31854,115848,133,86,112
7,25828,125943,136,84,117
15,108916,36754,127,83,108
19,121851,23733,132,99,131
18,111986,33866,126,82,144
16,105694,44335,118,80,138
