counter,start,storeDLT,storeKfrags,finish
0,3110,12305,134,75,133
2,3052,24386,127,70,132
4,3417,33639,133,91,109
1,3980,46160,115,87,151
3,36100,30969,166,113,118
6,46961,31844,123,71,109
14,38595,43334,122,86,119
5,34114,51259,160,90,115
8,31138,63489,123,82,124
17,33356,68645,117,117,117
12,27412,83776,125,122,115
11,26139,92091,129,84,112
13,25355,106529,118,65,108
10,21124,117139,156,80,147
9,31854,117428,152,79,118
7,25828,127814,135,72,135
15,108916,37377,121,89,147
19,121851,25199,115,68,124
18,111986,34466,185,71,115
16,105694,45586,142,74,109
