counter,start,storeDLT,storeKfrags,finish
0,3110,12954,122,83,127
2,3052,23423,138,80,142
4,3417,36545,112,130,134
1,3980,46620,156,83,132
3,36100,31575,122,70,115
6,46961,33157,121,77,125
14,38595,42478,121,95,121
5,34114,48461,136,100,116
8,31138,59836,140,104,150
17,33356,74375,149,90,115
12,27412,85624,128,83,149
11,26139,91237,115,74,130
13,25355,103482,111,73,127
10,21124,116391,161,172,117
9,31854,118120,134,76,120
7,25828,126951,160,130,120
15,108916,37985,134,80,187
19,121851,25311,124,90,112
18,111986,35239,138,79,126
16,105694,43631,253,71,116
