counter,start,storeDLT,storeKfrags,finish
0,3110,5329,128,84,109
2,3052,15067,143,92,124
4,3417,28831,131,103,139
1,3980,38143,123,114,133
3,36100,22074,122,88,111
6,46961,24670,127,79,124
14,38595,34555,114,76,150
5,34114,45324,151,103,123
8,31138,53579,123,103,131
17,33356,75244,118,72,124
12,27412,77518,126,88,132
11,26139,88298,119,91,124
13,25355,95859,110,114,128
10,21124,109451,133,81,120
9,31854,107204,110,107,109
7,25828,119366,112,76,112
15,108916,29655,131,77,114
19,121851,14998,122,73,118
18,111986,25214,131,95,132
16,105694,36936,141,72,129
