counter,start,storeDLT,storeKfrags,finish
0,2725,3665,115,63,106
4,5722,5825,110,66,108
11,4072,8926,110,62,115
3,3984,12036,110,66,103
15,2907,15666,114,64,103
1,2489,18013,109,63,103
6,2482,21238,160,62,102
13,12307,13474,110,71,108
7,15228,14683,111,74,104
5,20098,10931,115,59,103
18,18128,13717,110,63,102
9,14548,17163,112,76,102
16,12493,16270,110,67,109
19,13843,6550,114,61,103
8,13155,6780,115,66,113
2,11405,8823,110,68,107
12,5751,5207,114,69,103
17,2577,5002,125,65,107
14,2638,4341,118,69,102
10,2584,4568,111,66,108
