counter,start,storeDLT,storeKfrags,finish
1,4968,2851,110,67,103
6,2833,10846,111,65,114
0,5979,17030,110,60,107
3,4852,23892,175,64,102
9,3192,29000,113,74,107
13,28865,11272,112,60,105
5,29398,9339,113,64,112
14,16500,16315,113,67,102
4,19092,23380,112,66,110
8,14978,30930,129,64,104
2,19234,35882,109,65,110
11,8853,34705,117,80,104
10,9190,41324,124,64,103
7,41345,2975,109,68,108
12,37681,9239,112,69,118
18,27930,15503,116,84,116
16,16101,21724,115,67,102
17,7769,3296,123,60,103
19,4542,2861,109,71,103
15,2703,3979,120,73,104
