counter,start,storeDLT,storeKfrags,finish
1,4968,9124,113,64,108
6,2833,16112,109,58,126
0,5979,23446,114,278,104
3,4852,29590,126,67,123
9,3192,34874,112,67,125
13,28865,18160,119,75,107
5,29398,15564,114,64,108
14,16500,22216,132,63,106
4,19092,28839,122,62,104
8,14978,35064,111,64,104
2,19234,41582,120,62,103
11,8853,40670,140,69,103
10,9190,47135,114,63,124
7,41345,8818,112,67,106
12,37681,14171,113,65,103
18,27930,21309,111,65,112
16,16101,27846,120,75,104
17,7769,7693,112,67,108
19,4542,8649,113,67,105
15,2703,6227,110,62,109
