counter,start,storeDLT,storeKfrags,finish
1,4968,4225,111,65,124
6,2833,12186,109,62,118
0,5979,17435,111,59,102
3,4852,25564,110,66,112
9,3192,31076,129,69,104
13,28865,14328,112,72,116
5,29398,10092,112,60,104
14,16500,17426,112,61,105
4,19092,24838,111,62,110
8,14978,31150,115,64,105
2,19234,36678,110,61,104
11,8853,36485,121,64,107
10,9190,43121,117,65,115
7,41345,4802,116,60,106
12,37681,11110,121,66,103
18,27930,17315,112,68,109
16,16101,23776,109,75,111
17,7769,5106,112,66,113
19,4542,4512,110,65,108
15,2703,8594,110,65,104
