counter,start,storeDLT,storeKfrags,finish
8,1861,1721,6,9,14,7
2,1049,1175,11,17,28,12
0,1104,2172,28,21,82,12
3,1065,1474,17,10,115,42
7,1088,2973,12,43,53,24
1,1042,2847,21,29,134,9
6,2222,2547,6,9,11,5
5,2221,2712,6,9,12,6
9,2277,2922,9,16,15,11
4,3053,1245,5,4,11,4
19,1405,1310,8,7,9,5
17,1220,2927,9,8,13,7
11,1591,1044,14,11,12,5
15,1071,1130,8,15,20,18
12,1049,1573,9,19,42,22
18,1083,2421,25,26,99,10
14,1055,2673,10,15,20,9
13,1932,1428,15,13,27,9
10,1093,1077,7,8,11,5
16,1407,1122,6,5,12,4
