counter,start,storeDLT,storeKfrags,finish
0,3502,11482,112,65,274
19,4524,34837,111,61,106
3,6393,39929,213,116,111
11,27296,33496,259,159,129
12,27591,41994,112,65,108
8,28784,45398,115,66,102
2,29256,53161,114,71,107
17,40196,53040,112,63,183
6,39700,66879,110,66,104
5,46234,66202,109,64,102
16,45538,73849,110,68,106
15,48731,88523,562,123,101
7,46194,91950,506,1376,101
9,41772,106972,158,193,104
1,49135,118919,124,75,105
4,46743,119450,138,69,103
18,54002,138443,646,3467,828
10,51369,150417,3589,1030,106
13,136062,14207,1131,601,105
14,151847,17792,115,78,103
