counter,start,storeDLT,storeKfrags,finish
0,3502,8674,113,60,137
19,4524,31915,115,63,103
3,6393,40159,137,75,103
11,27296,33497,150,176,109
12,27591,39808,111,63,111
8,28784,47079,110,72,139
2,29256,50663,113,60,105
17,40196,56008,114,62,102
6,39700,64920,113,66,103
5,46234,64575,114,62,107
16,45538,71307,109,66,101
15,48731,81487,116,69,105
7,46194,89825,110,74,103
9,41772,98808,116,66,104
1,49135,114542,111,69,108
4,46743,122246,114,68,116
18,54002,138408,642,3619,1096
10,51369,149289,717,3508,1412
14,151847,14305,1111,506,108
13,136062,14395,1071,492,124
