counter,start,storeDLT,storeKfrags,finish
0,2611,2477,119,67,130
2,2746,5829,112,68,110
1,8752,3715,111,64,115
5,7208,5891,110,69,129
3,4914,7982,123,66,118
6,2505,11353,118,69,115
7,10476,3695,122,69,109
4,9924,5950,120,76,117
9,8600,8567,110,66,115
18,4035,11685,110,66,106
16,9245,14729,112,69,111
12,2768,18078,111,67,110
8,9464,21251,109,69,104
11,17288,2532,109,65,105
15,14289,3677,110,60,103
10,9559,7794,125,65,105
19,2713,2620,111,66,130
13,9287,5566,111,74,108
14,4267,8861,114,67,125
17,3854,2610,116,67,109
