counter,start,storeDLT,storeKfrags,finish
0,2611,4053,112,68,127
2,2746,6167,115,74,111
1,8752,3931,113,66,105
5,7208,6117,144,63,113
3,4914,9545,110,68,113
6,2505,11906,120,68,107
7,10476,2949,109,73,131
4,9924,6180,110,73,123
9,8600,8790,116,73,107
18,4035,11927,109,73,117
16,9245,15065,109,64,103
12,2768,19418,109,73,106
8,9464,20471,114,61,113
11,17288,2883,147,67,103
15,14289,4897,116,79,104
10,9559,8025,110,67,114
19,2713,2724,116,91,105
13,9287,5676,111,65,116
14,4267,8510,109,68,107
17,3854,2828,176,67,107
