counter,start,storeDLT,storeKfrags,finish
0,3840,3748,110,70,113
2,3794,10326,112,68,106
6,9356,11463,118,70,104
5,16557,12021,113,61,104
1,11482,16832,114,60,112
8,11705,23342,111,81,116
3,11876,30644,114,67,103
4,16968,29296,109,66,135
11,13842,37407,111,73,107
19,36454,18902,110,62,107
12,30037,24948,111,66,103
15,33903,31680,122,65,105
10,30900,38274,116,58,115
16,36770,37518,112,60,112
9,34954,36762,110,66,105
17,19738,42440,109,75,134
13,22440,49657,111,75,103
7,41648,22007,111,71,105
14,23685,3651,118,65,115
18,6415,10106,112,61,105
