counter,start,storeDLT,storeKfrags,finish
0,3840,5203,112,66,113
2,3794,12690,117,67,105
6,9356,12960,128,63,106
5,16557,12380,111,61,108
1,11482,19074,128,82,105
8,11705,25692,120,69,103
3,11876,31981,117,70,118
4,16968,32339,111,67,110
11,13842,39773,149,68,103
19,36454,20145,116,68,107
12,30037,25628,111,73,105
15,33903,33239,121,68,104
10,30900,39732,109,66,115
16,36770,38971,110,63,105
9,34954,38791,121,61,105
17,19738,44832,111,60,105
13,22440,50807,117,63,104
7,41648,23233,111,94,106
14,23685,5208,112,75,112
18,6415,11445,111,67,104
