counter,start,storeDLT,storeKfrags,finish
0,3840,8350,115,65,130
2,3794,15147,117,73,110
6,9356,15096,112,64,106
5,16557,17027,116,67,127
1,11482,22860,121,65,105
8,11705,28382,127,66,108
3,11876,35483,113,67,113
4,16968,36142,115,70,103
11,13842,43005,111,70,108
19,36454,23488,111,67,121
12,30037,29958,112,65,108
15,33903,36779,129,66,108
10,30900,42737,115,63,109
16,36770,42004,111,70,112
9,34954,41256,114,58,106
17,19738,47898,112,64,108
13,22440,54025,172,68,112
7,41648,26923,110,62,106
14,23685,8561,178,59,108
18,6415,13711,110,61,103
