counter,start,storeDLT,storeKfrags,finish
0,1623,3196,109,63,104
6,2717,5665,121,63,105
5,9166,3871,110,63,108
2,6316,7393,111,76,111
9,5407,11409,127,63,105
3,9396,15770,111,68,111
7,4135,19509,112,58,104
1,3157,24797,116,71,120
11,19538,12342,116,61,107
10,27828,8234,112,65,117
19,21959,11391,110,69,110
15,21464,16391,116,68,103
17,12221,19481,108,70,104
12,11647,24710,119,65,109
4,15940,24311,112,63,111
8,7767,28441,114,66,105
13,25477,10409,111,58,114
14,32007,4412,110,64,108
18,2586,3867,115,69,110
16,2477,7089,115,90,106
