counter,start,storeDLT,storeKfrags,finish
0,2661,4625,113,72,114
3,2546,9821,111,64,106
1,2660,14524,114,69,107
2,2465,18588,116,65,106
7,11318,15103,119,69,112
8,15511,14560,111,65,119
9,18585,15345,110,63,103
12,16862,20536,173,60,107
6,17251,23328,107,59,103
5,17023,27524,109,64,112
15,16499,31678,114,66,112
19,15549,36097,111,71,107
16,13379,31516,114,67,112
4,13501,35558,117,71,126
11,28999,22533,110,67,113
17,37499,17849,137,62,107
10,30692,13918,109,61,111
14,26384,17234,134,64,114
18,25906,21451,110,76,109
13,13916,5399,113,64,110
