counter,start,storeDLT,storeKfrags,finish
0,2661,3130,112,60,104
3,2546,8034,111,67,105
1,2660,12850,122,70,108
2,2465,16902,119,75,110
7,11318,13444,113,67,110
8,15511,13002,109,70,112
9,18585,13876,110,67,104
12,16862,18753,111,65,104
6,17251,20666,112,65,108
5,17023,25835,115,73,107
15,16499,29079,110,61,103
19,15549,34405,120,66,110
16,13379,29525,121,65,116
4,13501,33779,111,68,107
11,28999,20806,109,86,102
17,37499,17412,108,69,109
10,30692,11352,109,75,120
14,26384,15551,113,68,104
18,25906,19769,122,64,111
13,13916,3709,117,59,102
