counter,start,storeDLT,storeKfrags,finish
0,3703,4923,113,89,109
6,3619,11438,114,77,115
5,1548,17582,114,62,139
1,2638,23799,115,66,112
3,28624,7654,111,62,112
10,27176,13824,111,71,119
2,27358,20283,119,74,117
4,23484,26860,114,59,109
8,24988,32403,118,71,112
11,20535,39256,111,67,113
9,24171,46387,117,76,106
14,19234,51824,114,63,111
19,5141,59509,113,67,110
12,11073,64954,113,82,108
13,6768,71583,114,62,116
18,17860,63799,112,64,120
17,43556,7299,111,60,110
7,41654,11192,111,68,111
16,10566,18880,119,69,105
15,16509,10022,117,66,112
