counter,start,storeDLT,storeKfrags,finish
0,3703,5604,111,60,105
6,3619,13900,116,84,112
5,1548,20098,143,60,104
1,2638,26367,120,67,105
3,28624,10217,111,65,112
10,27176,16384,113,64,116
2,27358,20720,110,65,104
4,23484,29865,114,69,123
8,24988,35697,113,76,104
11,20535,41153,110,64,109
9,24171,47965,112,63,108
14,19234,54049,109,59,109
19,5141,60780,110,66,120
12,11073,67447,117,61,115
13,6768,73487,131,69,105
18,17860,65698,160,67,106
17,43556,8066,118,83,109
7,41654,13764,113,69,108
16,10566,22235,110,79,128
15,16509,11352,109,68,114
