counter,start,storeDLT,storeKfrags,finish
0,2594,4832,108,61,116
14,2819,9296,110,66,110
6,3023,13350,120,64,108
4,2813,17543,123,76,127
2,2877,21887,111,86,107
1,3045,26523,109,74,102
15,3303,31029,117,66,107
7,19785,17691,114,68,103
16,27686,14322,114,63,108
3,26562,12184,108,62,104
18,26502,16903,128,66,103
13,24154,21145,114,84,105
11,17950,24588,114,66,107
10,18530,27000,174,62,103
12,24746,7696,171,73,103
17,23921,13887,120,75,105
5,16065,11382,112,63,112
8,9528,4545,111,65,106
9,1513,4552,113,66,107
19,1594,4455,110,64,109
