counter,start,storeDLT,storeKfrags,finish
1,4968,8203,111,68,114
6,2833,14976,117,63,109
0,5979,22906,113,65,103
3,4852,29025,117,64,104
9,3192,34431,124,59,108
13,28865,16700,112,64,113
5,29398,14788,111,68,109
14,16500,21768,111,65,105
4,19092,28287,122,65,108
8,14978,34839,111,82,121
2,19234,41256,128,61,104
11,8853,40337,111,66,105
10,9190,47020,110,70,110
7,41345,8149,116,66,106
12,37681,14717,115,71,102
18,27930,21421,117,60,107
16,16101,26411,111,66,110
17,7769,6776,111,64,123
19,4542,8203,115,70,105
15,2703,7118,112,60,105
