counter,start,storeDLT,storeKfrags,finish
0,3689,8236,110,157,101
2,2176,14575,113,66,105
12,3384,20642,123,69,114
1,4500,22675,109,72,100
9,16438,19785,121,67,105
3,15450,24916,112,66,156
14,22330,21419,109,66,103
4,20526,26073,113,118,103
5,20321,30087,117,67,105
7,18311,34852,115,62,101
19,18535,39815,112,62,102
6,17663,45014,111,67,112
11,26775,41630,116,63,103
13,21442,46404,115,79,101
18,26538,49660,116,65,106
17,42775,22789,109,59,102
16,42811,27088,111,59,103
8,37366,15856,120,65,104
10,26007,20268,111,67,111
15,3416,7539,114,60,106
