counter,start,storeDLT,storeKfrags,finish
0,3689,4315,118,67,139
2,2176,10642,108,75,102
12,3384,15038,112,71,109
1,4500,19089,110,61,155
9,16438,17011,127,69,105
3,15450,21239,113,65,110
14,22330,16230,124,66,162
4,20526,21070,109,70,103
5,20321,26365,118,66,105
7,18311,31178,110,63,106
19,18535,36166,112,67,106
6,17663,41325,111,62,103
11,26775,36451,110,78,196
13,21442,44158,118,64,104
18,26538,46402,109,64,109
17,42775,18704,109,71,109
16,42811,24363,113,67,106
8,37366,12263,119,72,106
10,26007,16441,113,81,103
15,3416,3390,113,68,230
