counter,start,storeDLT,storeKfrags,finish
0,2838,3781,109,68,105
1,2765,11635,112,76,103
5,1781,22072,111,75,102
3,11706,21120,114,68,104
2,20867,24127,110,71,103
14,23502,24285,113,66,106
19,22923,32231,118,62,102
10,26722,41670,117,84,115
6,23506,50081,112,70,117
9,30620,49597,172,68,103
16,28553,60214,116,64,118
8,24718,67201,123,67,103
7,29150,75699,110,70,107
4,27446,75075,116,63,109
11,25291,82989,111,64,114
18,56101,57189,110,68,106
17,53846,65973,113,66,116
15,81080,21199,116,62,104
13,61012,29174,111,65,105
12,44107,19152,114,64,104
