counter,start,storeDLT,storeKfrags,finish
0,2388,3104,51,65,39
1,2564,6532,38,34,23
2,2303,6771,87,75,374
3,2565,8647,17,21,8
6,8695,3992,172,260,308
9,5395,3786,120,260,226
4,5684,5749,28,45,18
7,8047,9218,69,82,120
5,3961,9927,42,74,183
8,6453,3006,80,23,8
