counter,start,storeDLT,storeKfrags,finish
0,2838,9585,128,64,101
1,2765,19576,141,60,103
5,1781,28937,114,67,110
3,11706,29981,125,75,107
2,20867,31611,110,68,106
14,23502,31824,112,60,103
19,22923,40360,117,59,102
10,26722,49311,108,64,105
6,23506,57423,112,71,117
9,30620,57632,114,67,104
16,28553,64710,169,79,103
8,24718,74625,112,67,106
7,29150,83086,109,67,112
4,27446,81810,174,65,103
11,25291,90918,117,59,104
18,56101,64926,111,61,115
17,53846,73393,116,64,102
15,81080,28233,110,70,102
13,61012,35639,133,67,104
12,44107,27114,109,68,106
